title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
Dharmakshetra,SHOW,2014,44,1.0,8.3,273.0,1.243,10.0,IN,1,drama,37,dharmakshetra
Masha's Spooky Stories,SHOW,2014,5,1.0,6.2,67.0,6.738,5.5,RU,1,animation,-1,masha's spooky stories
Sammy & Co,SHOW,2014,15,2.0,5.7,31.0,1.96,7.3,US,1,animation,22,sammy & co
"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,29,3.0,8.9,333.0,0.992,10.0,IN,1,history,-1,"raja, rasoi aur anya kahaniyaan"
Boss & Me,SHOW,2014,45,1.0,7.3,456.0,5.829,9.0,CN,1,comedy,-1,boss & me
Against the Tide,SHOW,2014,44,1.0,7.6,11.0,0.6,6.0,SG,1,drama,-1,against the tide
Two Fathers,SHOW,2013,44,1.0,8.0,59.0,1.762,7.0,TW,1,comedy,-1,two fathers
Better Call Saul,SHOW,2015,49,6.0,8.8,438575.0,273.296,8.5,US,1,drama,10,better call saul
Alone,SHOW,2015,51,9.0,8.4,5037.0,26.93,7.0,US,1,reality,19,alone
Stranger Things,SHOW,2016,61,5.0,8.7,1101055.0,2226.231,8.635,US,1,scifi,-1,stranger things
Schitt's Creek,SHOW,2015,22,6.0,8.5,115758.0,25.254,7.6,CA,1,comedy,18,schitt's creek
The Good Place,SHOW,2016,23,4.0,8.2,152884.0,33.793,8.0,US,1,scifi,2,the good place
One-Punch Man,SHOW,2015,22,2.0,8.7,152231.0,133.336,8.4,JP,1,action,21,one-punch man
The Last Kingdom,SHOW,2015,55,5.0,8.5,132561.0,153.281,8.3,GB,1,action,20,the last kingdom
Food Wars! Shokugeki no Soma,SHOW,2015,24,5.0,8.2,10022.0,28.642,8.6,JP,1,drama,7,food wars! shokugeki no soma
The Crown,SHOW,2016,56,5.0,8.7,194243.0,75.521,8.2,GB,2,drama,29,the crown
Ash vs Evil Dead,SHOW,2015,30,3.0,8.4,70087.0,30.426,7.7,US,1,action,17,ash vs evil dead
Lucifer,SHOW,2016,47,6.0,8.1,313124.0,922.112,8.523,US,1,scifi,2,lucifer
Forged in Fire,SHOW,2015,42,9.0,8.3,3632.0,24.602,8.1,US,1,reality,19,forged in fire
The OA,SHOW,2016,55,2.0,7.8,103176.0,33.623,7.6,US,1,scifi,2,the oa
The Magicians,SHOW,2015,44,5.0,7.6,50193.0,41.602,7.7,US,1,scifi,2,the magicians
Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,21,5.0,7.7,10102.0,266.566,8.0,FR,1,animation,12,miraculous: tales of ladybug & cat noir
Queen of the South,SHOW,2016,42,5.0,7.9,29495.0,42.381,7.623,US,1,drama,10,queen of the south
Grace and Frankie,SHOW,2015,29,7.0,8.2,51116.0,25.429,7.6,US,1,drama,10,grace and frankie
Designated Survivor,SHOW,2016,44,3.0,7.5,89300.0,40.372,7.2,US,1,war,33,designated survivor
Slasher,SHOW,2016,46,4.0,6.7,14321.0,33.199,6.6,CA,1,crime,-1,slasher
60 Days In,SHOW,2016,46,7.0,7.6,2676.0,8.446,6.8,US,1,documentation,26,60 days in
Fauda,SHOW,2015,40,4.0,8.2,26158.0,41.37,7.5,IL,1,war,-1,fauda
Call My Agent!,SHOW,2015,55,4.0,8.3,14061.0,20.42,7.9,FR,1,comedy,13,call my agent!
Travelers,SHOW,2016,45,3.0,8.0,55485.0,37.756,7.6,CA,1,scifi,5,travelers
Medici: Masters of Florence,SHOW,2016,54,3.0,7.9,18891.0,31.427,7.8,IT,2,war,-1,medici: masters of florence
Leah Remini: Scientology and the Aftermath,SHOW,2016,46,3.0,9.0,5890.0,6.44,8.2,US,1,documentation,26,leah remini: scientology and the aftermath
Bloodline,SHOW,2015,57,3.0,7.9,51422.0,17.338,7.3,US,1,drama,10,bloodline
Crazy Ex-Girlfriend,SHOW,2015,42,4.0,7.8,20028.0,19.268,6.9,US,1,comedy,1,crazy ex-girlfriend
Narcos,SHOW,2015,52,3.0,8.8,410463.0,75.495,7.973,US,1,drama,10,narcos
DC's Legends of Tomorrow,SHOW,2016,42,7.0,6.8,101178.0,63.898,7.4,US,1,drama,10,dc's legends of tomorrow
Norsemen,SHOW,2016,31,3.0,7.7,18456.0,30.431,7.0,NO,1,comedy,-1,norsemen
Shooter,SHOW,2016,41,3.0,7.5,36165.0,45.055,7.1,US,1,action,17,shooter
Marcella,SHOW,2016,45,3.0,7.4,30969.0,25.841,7.1,GB,1,crime,38,marcella
Into the Badlands,SHOW,2015,43,3.0,7.9,46030.0,22.624,7.6,US,1,action,17,into the badlands
Scream: The TV Series,SHOW,2015,43,3.0,7.1,40676.0,38.018,6.9,US,1,thriller,32,scream: the tv series
iZombie,SHOW,2015,42,5.0,7.8,67213.0,45.203,7.792,US,1,crime,16,izombie
Supergirl,SHOW,2015,42,6.0,6.2,122911.0,91.102,7.3,US,1,scifi,2,supergirl
Sense8,SHOW,2015,62,2.0,8.2,152865.0,34.974,7.8,US,1,scifi,2,sense8
Kim's Convenience,SHOW,2016,22,5.0,8.2,17706.0,17.034,7.8,CA,1,comedy,18,kim's convenience
Wynonna Earp,SHOW,2016,43,4.0,7.3,22565.0,30.342,8.0,CA,2,western,-1,wynonna earp
Unbreakable Kimmy Schmidt,SHOW,2015,30,4.0,7.6,71266.0,25.634,7.2,US,1,comedy,1,unbreakable kimmy schmidt
Dark Matter,SHOW,2015,43,3.0,7.5,42177.0,19.743,6.7,CA,1,scifi,5,dark matter
Flowers,SHOW,2016,25,2.0,8.1,5650.0,4.476,7.4,GB,1,comedy,0,flowers
Versailles,SHOW,2015,54,3.0,7.9,16505.0,31.857,7.8,CA,2,drama,15,versailles
Good Witch,SHOW,2015,43,7.0,7.2,10556.0,35.952,7.7,US,1,scifi,2,good witch
Glitch,SHOW,2015,52,3.0,7.3,17240.0,48.448,6.8,AU,1,scifi,-1,glitch
Wet Hot American Summer: First Day of Camp,SHOW,2015,29,2.0,7.3,23947.0,9.636,6.4,US,1,comedy,1,wet hot american summer: first day of camp
Frontier,SHOW,2016,47,3.0,7.1,20979.0,23.849,6.8,CA,1,action,30,frontier
PJ Masks,SHOW,2015,15,5.0,5.4,1268.0,42.328,5.0,GB,1,family,-1,pj masks
Love,SHOW,2016,32,3.0,7.7,42357.0,26.397,7.3,US,1,comedy,1,love
Servant of the People,SHOW,2015,29,3.0,7.3,3266.0,19.089,7.2,UA,1,comedy,-1,servant of the people
Zoo,SHOW,2015,43,3.0,6.6,24694.0,30.71,6.6,US,1,drama,10,zoo
Crashing,SHOW,2016,30,1.0,7.7,20370.0,8.663,7.3,GB,1,comedy,0,crashing
The Disastrous Life of Saiki K.,SHOW,2016,10,3.0,8.4,7086.0,40.266,8.4,JP,1,scifi,8,the disastrous life of saiki k.
BUNK'D,SHOW,2015,24,6.0,5.3,3287.0,50.043,7.2,US,1,comedy,1,bunk'd
Van Helsing,SHOW,2016,42,5.0,6.2,22172.0,95.708,7.1,US,1,scifi,2,van helsing
Quantico,SHOW,2015,43,3.0,6.6,60567.0,23.057,6.5,US,1,drama,10,quantico
ERASED,SHOW,2016,22,1.0,8.5,44643.0,25.494,8.7,JP,1,drama,7,erased
F is for Family,SHOW,2015,27,5.0,8.0,36562.0,18.906,7.3,US,1,comedy,1,f is for family
Master of None,SHOW,2015,32,3.0,8.3,72881.0,11.678,7.6,US,1,drama,10,master of none
Hap and Leonard,SHOW,2016,42,3.0,7.6,7696.0,6.942,7.2,US,1,action,17,hap and leonard
Easy,SHOW,2016,30,3.0,6.9,13620.0,23.522,6.2,US,1,drama,10,easy
Occupied,SHOW,2015,45,3.0,7.6,9044.0,12.526,7.4,NO,1,war,-1,occupied
3%,SHOW,2016,46,4.0,7.3,25452.0,29.033,7.2,BR,1,scifi,-1,3%
The Ranch,SHOW,2016,30,5.0,7.4,38420.0,25.365,7.5,US,1,comedy,1,the ranch
Bordertown,SHOW,2016,59,3.0,7.6,10782.0,15.882,7.7,FI,1,drama,-1,bordertown
Making a Murderer,SHOW,2015,62,2.0,8.6,94419.0,8.723,7.9,US,1,documentation,26,making a murderer
Wanted,SHOW,2016,45,3.0,7.6,5920.0,12.755,7.2,AU,1,crime,-1,wanted
Fuller House,SHOW,2016,27,5.0,6.7,27445.0,25.211,7.6,US,1,comedy,1,fuller house
Secret City,SHOW,2016,50,3.0,7.4,8086.0,12.012,6.6,AU,1,war,-1,secret city
Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,24,2.0,7.9,1660.0,9.168,7.1,JP,1,war,-1,mobile suit gundam: iron-blooded orphans
Chef's Table,SHOW,2015,50,7.0,8.5,15352.0,10.447,7.9,US,1,documentation,26,chef's table
Locked Up,SHOW,2015,49,4.0,8.2,21862.0,156.976,8.0,ES,1,drama,34,locked up
Degrassi: Next Class,SHOW,2016,24,6.0,6.8,3285.0,12.075,7.0,CA,1,drama,15,degrassi: next class
Aquarius,SHOW,2015,43,2.0,7.0,12279.0,13.111,6.8,US,1,drama,10,aquarius
Frequency,SHOW,2016,18,3.0,7.4,13723.0,12.16,7.3,US,1,scifi,2,frequency
Greenleaf,SHOW,2016,42,5.0,7.3,5227.0,18.424,7.4,US,1,drama,10,greenleaf
Gilmore Girls: A Year in the Life,SHOW,2016,92,1.0,7.6,37577.0,14.808,7.6,US,1,drama,10,gilmore girls: a year in the life
Last Chance U,SHOW,2016,59,5.0,8.4,6897.0,14.88,7.3,US,1,documentation,26,last chance u
Roman Empire,SHOW,2016,44,3.0,7.0,7742.0,21.454,6.9,US,1,drama,10,roman empire
Reply 1988,SHOW,2015,92,1.0,9.2,6718.0,18.37,8.7,KR,1,comedy,24,reply 1988
Rebellion,SHOW,2016,51,2.0,7.1,3802.0,13.651,7.1,IE,2,war,-1,rebellion
The Get Down,SHOW,2016,62,2.0,8.2,22462.0,7.479,7.348,US,1,drama,10,the get down
Trollhunters: Tales of Arcadia,SHOW,2016,22,3.0,8.4,16779.0,50.896,8.5,US,1,scifi,2,trollhunters: tales of arcadia
Voltron: Legendary Defender,SHOW,2016,24,8.0,8.1,8821.0,16.452,7.4,US,1,action,17,voltron: legendary defender
The Letdown,SHOW,2016,30,2.0,7.4,3369.0,2.7,7.9,AU,1,comedy,-1,the letdown
Ajin,SHOW,2016,23,2.0,7.6,6199.0,17.293,8.2,JP,1,action,21,ajin
Transformers: Robots In Disguise,SHOW,2015,21,5.0,6.0,1066.0,11.302,7.6,US,1,comedy,1,transformers: robots in disguise
Lady Dynamite,SHOW,2016,30,2.0,7.3,3693.0,6.236,7.4,US,1,drama,10,lady dynamite
Signal,SHOW,2016,71,2.0,8.5,6659.0,9.477,8.1,KR,1,crime,-1,signal
Paranoid,SHOW,2016,44,1.0,6.6,8585.0,7.738,6.6,GB,1,thriller,-1,paranoid
El marginal,SHOW,2016,54,5.0,8.1,4047.0,94.391,8.2,AR,1,drama,39,el marginal
A Very Secret Service,SHOW,2015,27,2.0,7.7,3574.0,9.227,7.5,FR,1,comedy,13,a very secret service
Flaked,SHOW,2016,33,2.0,7.2,11474.0,8.853,6.9,US,1,comedy,1,flaked
Danger Mouse,SHOW,2015,12,2.0,7.2,587.0,6.326,7.6,GB,1,comedy,0,danger mouse
White Rabbit Project,SHOW,2016,48,1.0,6.9,1667.0,3.977,6.9,US,1,reality,19,white rabbit project
Cinderella and Four Knights,SHOW,2016,61,1.0,7.4,3943.0,34.735,7.3,KR,1,drama,36,cinderella and four knights
The Cuba Libre Story,SHOW,2015,45,2.0,7.6,1649.0,3.412,6.8,DE,1,documentation,-1,the cuba libre story
The Haunted House,SHOW,2016,25,7.0,8.3,83.0,40.65,10.0,KR,1,thriller,-1,the haunted house
Dinotrux,SHOW,2015,23,5.0,6.7,465.0,8.914,7.4,US,1,action,17,dinotrux
Zumbo's Just Desserts,SHOW,2016,50,2.0,6.9,2177.0,5.174,6.1,AU,1,reality,54,zumbo's just desserts
Dawn of the Croods,SHOW,2015,23,4.0,5.8,723.0,27.252,7.7,US,1,action,17,dawn of the croods
The Adventures of Puss in Boots,SHOW,2015,23,6.0,6.6,1726.0,22.766,6.9,US,1,comedy,1,the adventures of puss in boots
Grizzy & the Lemmings,SHOW,2016,7,3.0,7.1,599.0,23.688,8.3,FR,1,animation,12,grizzy & the lemmings
Terrace House: Boys & Girls in the City,SHOW,2015,29,1.0,8.1,1663.0,5.125,8.1,JP,1,reality,-1,terrace house: boys & girls in the city
Club de Cuervos,SHOW,2015,46,4.0,8.2,5586.0,25.34,8.4,MX,1,drama,28,club de cuervos
T@gged,SHOW,2016,21,3.0,7.1,2077.0,11.589,8.0,US,1,drama,10,t@gged
Crazyhead,SHOW,2016,43,1.0,7.2,5024.0,6.442,6.7,GB,1,comedy,0,crazyhead
The Windsors,SHOW,2016,27,3.0,7.1,2677.0,4.763,7.3,GB,1,comedy,0,the windsors
The K2,SHOW,2016,65,1.0,7.8,6194.0,27.411,7.4,KR,1,action,-1,the k2
Netflix Presents: The Characters,SHOW,2016,33,1.0,5.2,861.0,4.376,5.2,US,1,comedy,1,netflix presents: the characters
W/ Bob & David,SHOW,2015,35,1.0,7.4,4160.0,4.117,6.8,US,1,comedy,1,w/ bob & david
The Mr. Peabody & Sherman Show,SHOW,2015,23,4.0,5.6,442.0,5.557,7.4,US,1,animation,22,the mr. peabody & sherman show
Between,SHOW,2015,25,2.0,5.9,9172.0,13.581,5.7,CA,1,scifi,5,between
Love O2O,SHOW,2016,45,1.0,7.9,2585.0,27.228,6.1,CN,1,drama,31,love o2o
Puffin Rock,SHOW,2015,11,2.0,8.6,919.0,3.171,8.0,IE,1,comedy,-1,puffin rock
Care Bears and Cousins,SHOW,2015,22,2.0,6.8,83.0,3.153,9.2,US,1,animation,22,care bears and cousins
Dragons: Race to the Edge,SHOW,2015,22,6.0,8.2,6376.0,52.569,8.2,US,1,scifi,2,dragons: race to the edge
Case,SHOW,2015,46,1.0,7.0,2755.0,3.389,7.3,IS,1,drama,-1,case
The Method,SHOW,2015,51,2.0,7.4,2784.0,6.577,7.8,RU,1,crime,-1,the method
La Niña,SHOW,2016,0,1.0,8.4,649.0,23.759,7.7,CO,1,action,-1,la niña
Midnight Diner: Tokyo Stories,SHOW,2016,25,2.0,8.4,4149.0,11.357,7.7,JP,1,drama,7,midnight diner: tokyo stories
Inside the World's Toughest Prisons,SHOW,2016,48,5.0,7.1,2747.0,5.099,7.5,GB,1,crime,38,inside the world's toughest prisons
Conspiracy,SHOW,2015,43,1.0,6.2,379.0,2.421,5.8,GB,1,history,-1,conspiracy
The Deep,SHOW,2015,22,4.0,7.8,667.0,13.096,7.8,AU,1,action,-1,the deep
Rosario Tijeras,SHOW,2016,45,3.0,6.1,340.0,293.969,7.4,MX,1,drama,28,rosario tijeras
Bella and the Bulldogs,SHOW,2015,23,2.0,4.9,2255.0,12.273,7.9,US,1,comedy,1,bella and the bulldogs
Chelsea Does,SHOW,2016,70,1.0,7.3,2476.0,3.273,6.5,US,1,documentation,26,chelsea does
Molang,SHOW,2015,3,3.0,8.3,367.0,9.07,8.0,FR,1,animation,12,molang
Ask the Storybots,SHOW,2016,26,3.0,8.4,878.0,7.471,8.4,US,1,animation,22,ask the storybots
Cooked,SHOW,2016,53,1.0,7.6,43.0,3.188,7.5,US,1,documentation,26,cooked
World of Winx,SHOW,2016,24,2.0,6.6,727.0,6.824,8.2,US,2,action,17,world of winx
Inspector Gadget,SHOW,2015,22,4.0,4.5,625.0,10.856,6.9,CA,2,action,30,inspector gadget
Kong: King of the Apes,SHOW,2016,21,2.0,5.8,331.0,13.218,6.5,US,1,animation,22,kong: king of the apes
Real Rob,SHOW,2015,31,2.0,6.3,2857.0,6.43,6.2,US,1,comedy,1,real rob
Tokyo Trial,SHOW,2016,48,1.0,7.4,1544.0,5.247,6.9,JP,2,drama,7,tokyo trial
Beat Bugs,SHOW,2016,15,3.0,7.6,524.0,6.682,6.6,AU,1,family,-1,beat bugs
Lego Bionicle: The Journey to One,SHOW,2016,20,2.0,5.4,177.0,7.108,7.3,US,1,action,17,lego bionicle: the journey to one
Intersection,SHOW,2016,107,2.0,6.5,1221.0,15.226,5.7,TR,1,drama,40,intersection
No Tomorrow,SHOW,2016,47,1.0,7.1,5137.0,7.687,6.3,US,1,comedy,1,no tomorrow
Skylanders Academy,SHOW,2016,23,3.0,6.5,760.0,14.848,6.1,US,1,action,17,skylanders academy
Tales by Light,SHOW,2015,28,3.0,8.3,1916.0,3.565,7.9,AU,1,documentation,-1,tales by light
Kuromukuro,SHOW,2016,24,2.0,7.2,1290.0,6.887,6.7,JP,1,comedy,23,kuromukuro
Hip Hop Evolution,SHOW,2016,45,4.0,8.4,5772.0,4.48,7.8,CA,1,documentation,-1,hip hop evolution
Chef's Table: France,SHOW,2016,46,1.0,8.2,1734.0,4.096,8.6,US,1,documentation,26,chef's table: france
Project Mc²,SHOW,2015,25,6.0,5.8,1026.0,5.445,8.1,US,1,family,3,project mc²
Nightmare Teacher,SHOW,2016,16,1.0,7.1,446.0,5.677,8.4,KR,1,drama,36,nightmare teacher
Secrets of Great British Castles,SHOW,2015,44,2.0,7.8,1060.0,3.459,7.3,GB,1,documentation,41,secrets of great british castles
Rainbow Ruby,SHOW,2016,12,4.0,6.6,80.0,12.713,10.0,CN,1,family,-1,rainbow ruby
Simon,SHOW,2016,5,2.0,7.0,129.0,3.507,9.5,FR,1,comedy,13,simon
Richie Rich,SHOW,2015,23,2.0,3.0,1073.0,9.491,6.5,US,1,comedy,1,richie rich
Marseille,SHOW,2016,42,2.0,6.8,5163.0,8.888,6.6,FR,1,drama,35,marseille
Another Miss Oh,SHOW,2016,69,1.0,7.8,1866.0,17.289,8.2,KR,1,comedy,24,another miss oh
Paquita Salas,SHOW,2016,22,3.0,8.0,3128.0,7.93,7.1,ES,1,comedy,42,paquita salas
Unnatural Selection,SHOW,2015,35,1.0,8.1,12.0,2.736,7.5,US,1,reality,19,unnatural selection
H20: Mermaid Adventures,SHOW,2015,24,2.0,5.7,194.0,8.908,8.8,FR,1,animation,12,h20: mermaid adventures
Dear My Friends,SHOW,2016,70,1.0,8.2,366.0,4.766,8.0,KR,1,comedy,24,dear my friends
The Sound of Your Heart,SHOW,2016,26,2.0,8.2,1127.0,5.877,8.2,KR,1,comedy,24,the sound of your heart
The Good Cop,SHOW,2015,28,3.0,7.6,385.0,1.542,7.0,IL,1,comedy,-1,the good cop
Captive,SHOW,2016,63,1.0,6.8,742.0,4.18,6.8,US,1,documentation,26,captive
"Hello, My Twenties!",SHOW,2016,63,2.0,8.3,2161.0,14.835,7.3,KR,1,comedy,24,"hello, my twenties!"
Haters Back Off,SHOW,2016,29,2.0,5.9,7274.0,7.102,6.4,US,1,comedy,1,haters back off
Good Morning Call,SHOW,2016,48,2.0,7.5,3161.0,15.259,7.3,JP,1,comedy,23,good morning call
Spotless,SHOW,2015,58,1.0,7.7,3663.0,6.213,7.0,FR,1,crime,-1,spotless
Cheer Squad,SHOW,2016,42,1.0,7.2,167.0,1.168,7.9,CA,1,reality,-1,cheer squad
Fartsa,SHOW,2015,60,1.0,6.7,197.0,2.722,7.2,RU,1,drama,-1,fartsa
The Paper,SHOW,2016,49,3.0,7.4,64.0,3.809,7.6,HR,1,drama,-1,the paper
Word Party,SHOW,2016,13,5.0,5.5,352.0,2.382,8.3,US,1,family,3,word party
Popples,SHOW,2015,25,3.0,6.0,57.0,3.292,8.0,RU,3,family,-1,popples
StoryBots Super Songs,SHOW,2016,21,1.0,8.7,170.0,0.6,9.0,US,1,animation,22,storybots super songs
Sin senos sí hay paraíso,SHOW,2016,47,4.0,6.5,554.0,243.868,7.5,CO,1,action,-1,sin senos sí hay paraíso
Chelsea,SHOW,2016,52,2.0,6.0,2072.0,16.004,5.1,US,1,comedy,1,chelsea
Mossad 101,SHOW,2015,42,2.0,6.7,649.0,5.022,5.9,IL,1,action,-1,mossad 101
Vanished 46,SHOW,2016,63,1.0,8.2,4326.0,2.184,7.8,TR,1,drama,40,vanished 46
The Miracle,SHOW,2016,18,1.0,6.3,214.0,11.974,8.0,KR,1,drama,36,the miracle
White Nights,SHOW,2016,62,1.0,6.9,297.0,5.348,8.0,KR,1,drama,36,white nights
Toon,SHOW,2016,27,2.0,7.6,892.0,2.503,8.2,NL,1,comedy,-1,toon
72 Cutest Animals,SHOW,2016,27,1.0,5.7,446.0,2.719,6.5,AU,1,documentation,-1,72 cutest animals
Home: Adventures with Tip & Oh,SHOW,2016,21,4.0,6.0,604.0,6.585,7.0,US,1,comedy,1,home: adventures with tip & oh
A Touch of Green,SHOW,2015,53,1.0,8.4,341.0,4.43,9.2,TW,1,drama,27,a touch of green
Hibana: Spark,SHOW,2016,53,1.0,7.9,846.0,2.29,7.8,JP,1,drama,7,hibana: spark
Atelier,SHOW,2015,69,1.0,6.3,7.0,2.932,7.8,JP,1,drama,7,atelier
My Runway,SHOW,2016,24,1.0,6.3,266.0,10.522,7.6,KR,1,comedy,24,my runway
72 Dangerous Places to Live,SHOW,2016,45,1.0,6.2,357.0,1.849,6.0,AU,1,documentation,-1,72 dangerous places to live
Kulipari: An Army of Frogs,SHOW,2016,23,2.0,6.8,259.0,3.954,7.4,US,1,action,17,kulipari: an army of frogs
Kazoops!,SHOW,2016,13,3.0,7.4,122.0,2.376,8.0,AU,2,animation,-1,kazoops!
Little Things,SHOW,2016,25,4.0,8.2,6542.0,6.822,7.8,IN,1,drama,37,little things
The Princess Weiyoung,SHOW,2016,45,1.0,7.7,800.0,10.875,7.2,CN,1,drama,31,the princess weiyoung
Terrace House: Aloha State,SHOW,2016,36,4.0,7.4,997.0,6.928,7.9,JP,1,reality,-1,terrace house: aloha state
Trailer Park Boys: Out of the Park: Europe,SHOW,2016,28,2.0,7.0,2324.0,5.537,6.2,CA,1,action,30,trailer park boys: out of the park: europe
Chasing Cameron,SHOW,2016,28,1.0,3.5,500.0,2.452,5.8,US,1,reality,19,chasing cameron
Old Money,SHOW,2015,47,1.0,7.3,503.0,2.488,6.3,AT,1,comedy,-1,old money
Coach Snoop,SHOW,2016,29,2.0,6.7,590.0,2.881,7.8,US,1,documentation,26,coach snoop
Stories by Rabindranath Tagore,SHOW,2015,43,1.0,8.7,1323.0,3.572,8.8,IN,1,drama,37,stories by rabindranath tagore
Три кота,SHOW,2015,5,3.0,7.0,101.0,0.662,8.0,RU,1,animation,-1,три кота
LEGO Friends: The Power of Friendship,SHOW,2016,23,2.0,6.7,54.0,7.272,7.7,US,1,animation,22,lego friends: the power of friendship
One More Time,SHOW,2016,31,1.0,6.8,582.0,3.778,7.2,KR,1,scifi,43,one more time
Luna Petunia,SHOW,2016,24,3.0,6.3,57.0,1.722,8.0,CA,1,animation,9,luna petunia
Fearless,SHOW,2016,42,2.0,7.0,304.0,3.34,8.0,US,1,documentation,26,fearless
Bottersnikes & Gumbles,SHOW,2016,13,4.0,5.2,48.0,1.49,7.3,GB,3,action,20,bottersnikes & gumbles
My Sunshine,SHOW,2015,45,1.0,6.5,195.0,6.79,6.5,CN,1,drama,31,my sunshine
Love Storm,SHOW,2016,87,1.0,5.5,326.0,2.334,9.0,TW,1,family,-1,love storm
Close Your Eyes Before It's Dark,SHOW,2016,84,1.0,7.0,229.0,2.265,6.4,TW,1,thriller,-1,close your eyes before it's dark
Best Lover,SHOW,2016,45,1.0,6.8,82.0,3.482,9.7,CN,1,drama,31,best lover
Miss in Kiss,SHOW,2016,27,1.0,7.7,98.0,2.05,8.0,TW,1,comedy,-1,miss in kiss
The Creative Indians,SHOW,2016,29,4.0,8.3,45.0,0.6,9.0,US,1,documentation,26,the creative indians
Back to 1989,SHOW,2016,44,1.0,8.0,115.0,0.688,8.4,TW,1,scifi,-1,back to 1989
Derry Girls,SHOW,2018,27,3.0,8.4,34026.0,16.567,8.1,GB,1,comedy,0,derry girls
The Sinner,SHOW,2017,45,4.0,7.9,118746.0,51.938,7.5,US,1,crime,16,the sinner
Ozark,SHOW,2017,60,4.0,8.5,300454.0,146.805,8.245,US,1,drama,10,ozark
Dark,SHOW,2017,56,3.0,8.7,363469.0,164.601,8.4,DE,1,scifi,-1,dark
Legacies,SHOW,2018,41,4.0,7.2,30634.0,230.337,8.5,US,1,drama,10,legacies
Manifest,SHOW,2018,42,4.0,7.1,53185.0,145.572,7.7,US,1,drama,10,manifest
Riverdale,SHOW,2017,42,6.0,6.6,141250.0,341.862,8.531,US,1,crime,16,riverdale
Cobra Kai,SHOW,2018,31,5.0,8.5,166830.0,331.306,8.167,US,1,action,17,cobra kai
Mindhunter,SHOW,2017,53,2.0,8.6,261429.0,37.904,8.0,US,1,drama,10,mindhunter
All American,SHOW,2018,42,5.0,7.6,9704.0,33.102,8.272,US,1,drama,10,all american
You,SHOW,2018,47,3.0,7.7,230119.0,85.558,8.1,US,1,crime,16,you
Lost in Space,SHOW,2018,49,3.0,7.3,98084.0,55.052,7.654,US,1,drama,10,lost in space
Bodyguard,SHOW,2018,60,2.0,8.1,118124.0,19.085,7.9,GB,1,war,44,bodyguard
Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,17,2.0,4.9,3153.0,17.577,6.4,US,1,action,17,rise of the teenage mutant ninja turtles
American Vandal,SHOW,2017,33,2.0,8.1,30399.0,17.642,7.6,US,1,crime,16,american vandal
Godless,SHOW,2017,65,1.0,7.6,27.0,16.273,7.754,US,1,drama,10,godless
Somebody Feed Phil,SHOW,2018,52,5.0,8.2,4850.0,9.24,7.4,US,1,documentation,26,somebody feed phil
Manhunt,SHOW,2017,43,2.0,8.1,58120.0,18.55,7.7,US,1,crime,16,manhunt
The Haunting of Hill House,SHOW,2018,58,1.0,8.6,231950.0,50.336,8.1,US,1,thriller,32,the haunting of hill house
Babylon Berlin,SHOW,2017,49,4.0,8.4,23638.0,33.053,7.9,DE,1,drama,45,babylon berlin
Altered Carbon,SHOW,2018,52,2.0,7.9,164872.0,52.901,7.8,US,1,scifi,2,altered carbon
Castlevania,SHOW,2017,26,4.0,8.3,62722.0,50.499,8.3,US,1,animation,22,castlevania
Dirty John,SHOW,2018,44,2.0,7.2,21280.0,15.079,7.3,US,1,crime,16,dirty john
Dynasty,SHOW,2017,42,5.0,7.2,21637.0,49.457,8.2,US,1,drama,10,dynasty
Good Girls,SHOW,2018,42,4.0,7.7,50919.0,33.403,8.1,US,1,drama,10,good girls
HAPPY!,SHOW,2017,43,2.0,8.1,38172.0,13.215,7.5,US,1,scifi,2,happy!
Wet Hot American Summer: Ten Years Later,SHOW,2017,27,1.0,6.9,8639.0,8.032,6.6,US,1,comedy,1,wet hot american summer: ten years later
Workin' Moms,SHOW,2017,23,6.0,7.7,16488.0,23.833,7.9,CA,1,comedy,18,workin' moms
Maniac,SHOW,2018,39,1.0,7.7,77069.0,14.064,7.4,US,1,scifi,2,maniac
Wild Wild Country,SHOW,2018,67,1.0,8.1,29939.0,9.646,7.95,US,1,crime,16,wild wild country
Anne with an E,SHOW,2017,46,3.0,8.7,52756.0,150.37,8.8,CA,1,drama,15,anne with an e
The End of the F***ing World,SHOW,2017,21,2.0,8.1,182217.0,50.694,8.2,GB,1,drama,29,the end of the f***ing world
Trolls: The Beat Goes On!,SHOW,2018,20,8.0,5.8,806.0,21.406,8.6,US,1,comedy,1,trolls: the beat goes on!
Atypical,SHOW,2017,31,4.0,8.3,81643.0,37.513,8.3,US,1,comedy,1,atypical
A Series of Unfortunate Events,SHOW,2017,47,3.0,7.8,59959.0,55.144,7.345,US,1,drama,10,a series of unfortunate events
Charmed,SHOW,2018,40,4.0,4.6,16533.0,92.694,7.427,US,1,drama,10,charmed
Alias Grace,SHOW,2017,44,1.0,7.7,32177.0,13.586,7.3,CA,1,drama,15,alias grace
