title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
"Ada Twist, Scientist",SHOW,2021,28,2.0,6.8,149.0,2.807,7.0,US,1,family,3,"ada twist, scientist"
Super PupZ,SHOW,2022,29,1.0,6.6,104.0,2.232,10.0,CA,1,comedy,18,super pupz
Cooking With Paris,SHOW,2021,23,1.0,5.2,1078.0,4.578,6.5,US,1,reality,19,cooking with paris
Go Dog Go,SHOW,2021,24,2.0,7.0,191.0,8.592,8.8,US,1,animation,22,go dog go
MaveriX,SHOW,2022,23,1.0,5.8,140.0,9.568,8.0,AU,1,drama,11,maverix
My Unorthodox Life,SHOW,2021,40,1.0,5.5,1207.0,1.772,7.0,US,1,reality,19,my unorthodox life
The Kingdom,SHOW,2021,45,1.0,6.5,1366.0,5.703,7.3,AR,1,crime,-1,the kingdom
We the People,SHOW,2021,5,1.0,3.6,738.0,1.43,4.5,US,1,animation,22,we the people
A Tale Dark & Grimm,SHOW,2021,30,1.0,7.3,1193.0,12.989,7.8,ES,2,animation,-1,a tale dark & grimm
Love Is Blind: Brazil,SHOW,2021,56,1.0,6.1,445.0,3.182,6.4,BR,1,reality,-1,love is blind: brazil
Tattoo Redo,SHOW,2021,28,1.0,5.9,702.0,3.722,5.6,US,1,reality,19,tattoo redo
2020,SHOW,2021,45,2.0,7.9,371.0,1.63,9.5,LB,1,drama,-1,2020
Naomi Osaka,SHOW,2021,37,1.0,6.2,1301.0,3.832,7.5,US,1,documentation,26,naomi osaka
Dealer,SHOW,2021,41,1.0,6.1,671.0,3.65,7.0,FR,1,action,-1,dealer
Wild Abandon,SHOW,2022,51,1.0,7.1,4976.0,2.448,7.6,TR,1,drama,40,wild abandon
Soil,SHOW,2021,48,1.0,7.1,710.0,2.744,8.0,BE,1,comedy,-1,soil
Single’s Inferno,SHOW,2021,61,2.0,7.1,1608.0,4.016,8.3,KR,1,reality,-1,single’s inferno
The Creature Cases,SHOW,2022,29,1.0,8.5,88.0,21.913,7.0,US,1,animation,22,the creature cases
Christmas Flow,SHOW,2021,50,1.0,5.7,728.0,7.289,6.9,FR,1,romance,-1,christmas flow
AlRawabi School for Girls,SHOW,2021,48,2.0,7.3,5863.0,12.219,7.4,JO,1,drama,-1,alrawabi school for girls
Blood Sisters,SHOW,2022,57,1.0,5.0,867.0,6.182,8.7,US,2,drama,10,blood sisters
Sexify,SHOW,2021,44,1.0,6.5,5052.0,11.407,7.6,PL,1,comedy,-1,sexify
Racket Boys,SHOW,2021,71,1.0,4.0,27566.0,6.51,8.7,KR,1,family,-1,racket boys
The Future Diary,SHOW,2021,34,2.0,6.8,129.0,2.677,8.5,JP,1,reality,-1,the future diary
Ray,SHOW,2021,59,1.0,7.1,8795.0,5.791,6.8,IN,1,drama,37,ray
Johnny Test,SHOW,2021,14,2.0,6.4,355.0,5.835,7.5,US,1,comedy,1,johnny test
Daughter from Another Mother,SHOW,2021,38,2.0,7.2,1812.0,63.194,7.5,MX,1,romance,-1,daughter from another mother
You Are My Spring,SHOW,2021,69,1.0,7.4,597.0,3.911,8.1,KR,1,drama,36,you are my spring
Johnny Hallyday: Beyond Rock,SHOW,2022,35,1.0,7.1,120.0,0.736,7.0,US,1,documentation,26,johnny hallyday: beyond rock
Eternally Confused and Eager for Love,SHOW,2022,23,1.0,6.7,1680.0,6.09,6.4,IN,1,comedy,53,eternally confused and eager for love
Zero,SHOW,2021,24,1.0,5.6,1302.0,6.765,7.6,IT,1,scifi,-1,zero
Battle Kitty,SHOW,2022,33,1.0,6.3,123.0,1.639,8.0,US,1,animation,22,battle kitty
Law School,SHOW,2021,65,1.0,8.0,2161.0,8.117,8.2,KR,1,crime,-1,law school
Ridley Jones,SHOW,2021,28,3.0,4.6,232.0,9.494,8.0,US,1,animation,22,ridley jones
"Hello, Me!",SHOW,2021,62,1.0,7.2,582.0,8.511,7.5,KR,1,comedy,24,"hello, me!"
Everything Will Be Fine,SHOW,2021,29,1.0,6.2,342.0,3.012,7.3,MX,1,comedy,-1,everything will be fine
Fishbowl Wives,SHOW,2022,43,1.0,6.1,907.0,27.937,6.5,JP,1,drama,7,fishbowl wives
Barbie: It Takes Two,SHOW,2022,21,1.0,6.3,33.0,10.972,8.3,US,1,comedy,1,barbie: it takes two
Let's Fight Ghost,SHOW,2021,65,1.0,6.7,108.0,4.859,9.0,TH,1,drama,48,let's fight ghost
"Love, Life & Everything in Between",SHOW,2022,27,1.0,5.6,94.0,3.344,6.0,MA,5,comedy,-1,"love, life & everything in between"
Action Pack,SHOW,2022,28,2.0,6.3,86.0,5.8,8.2,US,1,family,3,action pack
Savage Rhythm,SHOW,2022,38,1.0,6.3,28.0,82.74,7.7,CO,1,drama,-1,savage rhythm
800 Meters,SHOW,2022,53,1.0,6.9,560.0,2.177,5.0,ES,1,documentation,52,800 meters
Myth and Mogul: John DeLorean,SHOW,2021,44,1.0,6.8,1056.0,3.793,6.9,US,1,documentation,26,myth and mogul: john delorean
My Love: Six Stories of True Love,SHOW,2021,70,1.0,7.5,291.0,1.265,5.0,US,1,reality,19,my love: six stories of true love
Framed! A Sicilian Murder Mystery,SHOW,2022,31,1.0,6.8,964.0,2.556,7.1,IT,1,comedy,-1,framed! a sicilian murder mystery
Canine Intervention,SHOW,2021,36,1.0,6.5,892.0,5.511,7.0,US,1,documentation,26,canine intervention
"Fresh, Fried & Crispy",SHOW,2021,25,1.0,6.2,631.0,2.407,7.8,US,1,documentation,26,"fresh, fried & crispy"
I Heart Arlo,SHOW,2021,15,1.0,6.9,216.0,3.874,8.2,US,1,animation,22,i heart arlo
Elize Matsunaga: Once Upon a Crime,SHOW,2021,49,1.0,5.9,2152.0,5.124,6.4,BR,1,crime,-1,elize matsunaga: once upon a crime
The Snitch Cartel: Origins,SHOW,2021,47,1.0,5.6,189.0,243.02,7.8,CO,1,crime,-1,the snitch cartel: origins
Worn Stories,SHOW,2021,30,1.0,6.7,313.0,2.484,7.0,US,1,documentation,26,worn stories
DI4RI,SHOW,2022,28,1.0,7.3,26.0,1.556,3.8,IT,1,family,-1,di4ri
Too Hot to Handle: Brazil,SHOW,2021,56,1.0,5.4,457.0,8.147,7.1,BR,1,reality,-1,too hot to handle: brazil
Swap Shop,SHOW,2021,30,2.0,6.6,355.0,1.554,6.7,US,1,reality,19,swap shop
Scaredy Cats,SHOW,2021,29,1.0,6.2,349.0,7.585,6.9,US,1,scifi,2,scaredy cats
Bombay Begums,SHOW,2021,49,1.0,5.2,4884.0,2.475,8.3,IN,1,drama,37,bombay begums
Pedal to Metal,SHOW,2022,0,1.0,7.7,59.0,5.668,6.6,MX,1,drama,28,pedal to metal
Haunted: Latin America,SHOW,2021,34,1.0,5.3,579.0,71.946,7.3,MX,1,horror,-1,haunted: latin america
Russell Howard: Lubricant,SHOW,2021,63,1.0,7.1,828.0,1.546,5.3,GB,1,comedy,0,russell howard: lubricant
Coyotes,SHOW,2021,45,1.0,5.2,308.0,4.707,6.8,BE,2,drama,-1,coyotes
Somos.,SHOW,2021,52,1.0,7.1,1138.0,25.704,7.7,MX,1,drama,28,somos.
Too Hot to Handle: Latino,SHOW,2021,36,1.0,5.4,284.0,12.408,7.3,MX,1,reality,-1,too hot to handle: latino
Remember You,SHOW,2021,67,1.0,7.5,78.0,3.202,7.0,TH,1,action,-1,remember you
Jiva!,SHOW,2021,41,1.0,5.5,267.0,13.142,7.8,ZA,1,drama,-1,jiva!
Metal Shop Masters,SHOW,2021,33,1.0,5.7,561.0,2.822,6.3,US,1,reality,19,metal shop masters
Your Life is a Joke,SHOW,2021,37,1.0,5.4,87.0,0.76,3.0,DE,1,comedy,-1,your life is a joke
Light the Night,SHOW,2021,59,3.0,7.4,1054.0,17.328,8.9,TW,1,drama,27,light the night
Motel Makeover,SHOW,2021,30,1.0,4.9,720.0,1.425,5.0,CA,1,reality,-1,motel makeover
"Young, Famous & African",SHOW,2022,43,1.0,4.4,417.0,5.222,9.3,ZA,1,reality,-1,"young, famous & african"
Secrets of Summer,SHOW,2022,30,1.0,5.9,131.0,5.03,8.4,ES,1,drama,34,secrets of summer
Where Is Marta?,SHOW,2021,63,1.0,6.8,1267.0,2.99,7.4,ES,1,crime,-1,where is marta?
50M2,SHOW,2021,49,1.0,6.9,5645.0,7.607,7.5,TR,1,comedy,-1,50m2
Smother-In-Law,SHOW,2022,25,1.0,4.2,130.0,2.507,9.4,BR,1,comedy,51,smother-in-law
The Hungry and the Hairy,SHOW,2021,63,1.0,7.5,243.0,3.132,8.0,KR,1,reality,-1,the hungry and the hairy
John of God: The Crimes of a Spiritual Healer,SHOW,2021,50,1.0,6.5,826.0,1.812,7.8,BR,1,crime,-1,john of god: the crimes of a spiritual healer
Senzo: Murder of a Soccer Star,SHOW,2022,42,1.0,5.2,187.0,2.052,10.0,ZA,2,crime,-1,senzo: murder of a soccer star
Twenty Somethings: Austin,SHOW,2021,32,1.0,5.9,462.0,2.018,1.5,US,1,reality,19,twenty somethings: austin
Race: Bubba Wallace,SHOW,2022,47,1.0,5.9,453.0,2.052,5.7,US,1,documentation,26,race: bubba wallace
Newton's Cradle,SHOW,2021,41,1.0,8.0,1641.0,3.996,8.5,EG,1,drama,-1,newton's cradle
Bake Squad,SHOW,2021,35,1.0,6.9,690.0,3.028,7.7,US,1,family,3,bake squad
Waffles + Mochi,SHOW,2021,28,1.0,7.3,479.0,2.959,6.9,US,1,family,3,waffles + mochi
Marriage or Mortgage,SHOW,2021,40,1.0,5.1,442.0,2.338,10.0,US,1,reality,19,marriage or mortgage
The Rational Life,SHOW,2021,45,1.0,8.1,474.0,14.338,9.0,CN,1,drama,31,the rational life
Crime Stories: India Detectives,SHOW,2021,47,1.0,7.1,983.0,1.246,7.5,IN,1,documentation,-1,crime stories: india detectives
Dad Stop Embarrassing Me!,SHOW,2021,26,1.0,4.1,1882.0,7.369,7.5,US,1,comedy,1,dad stop embarrassing me!
Stories of a Generation - with Pope Francis,SHOW,2021,46,1.0,7.4,216.0,1.71,7.5,IT,1,documentation,-1,stories of a generation - with pope francis
Brave Animated Series,SHOW,2021,26,1.0,7.0,6.0,4.271,5.0,TW,1,action,-1,brave animated series
Team Zenko Go,SHOW,2022,20,1.0,7.8,33.0,2.104,7.0,US,1,action,17,team zenko go
The Big Shot Game Show,SHOW,2022,49,1.0,6.2,26.0,1.011,10.0,BR,1,reality,-1,the big shot game show
Buried by the Bernards,SHOW,2021,25,1.0,7.2,350.0,1.884,7.7,US,1,reality,19,buried by the bernards
Jailbirds New Orleans,SHOW,2021,41,1.0,6.6,214.0,1.96,7.0,US,1,documentation,26,jailbirds new orleans
Reasonable Doubt: A Tale of Two Kidnappings,SHOW,2021,47,1.0,7.6,195.0,3.497,7.0,MX,1,crime,-1,reasonable doubt: a tale of two kidnappings
The Big Day,SHOW,2021,43,2.0,4.7,332.0,1.92,6.0,US,1,reality,19,the big day
He's Expecting,SHOW,2022,26,1.0,2.0,3019.0,11.314,4.0,JP,1,drama,7,he's expecting
Pet Stars,SHOW,2021,27,1.0,4.9,118.0,1.63,8.7,US,1,reality,19,pet stars
"Nevenka, Breaking The Silence",SHOW,2021,38,1.0,6.9,674.0,1.159,8.0,ES,1,documentation,52,"nevenka, breaking the silence"
Magic for Humans Spain,SHOW,2021,23,1.0,6.0,81.0,1.119,4.2,ES,1,reality,-1,magic for humans spain
냉면 랩소디,SHOW,2021,49,1.0,7.5,25.0,1.765,4.0,KR,1,documentation,-1,냉면 랩소디
Bangkok Breaking,SHOW,2021,60,1.0,5.8,294.0,28.627,7.0,TH,1,thriller,-1,bangkok breaking
Kayko and Kokosh,SHOW,2021,15,2.0,6.3,324.0,3.432,6.7,PL,1,animation,-1,kayko and kokosh
Navarasa,SHOW,2021,34,1.0,5.8,3522.0,3.418,6.6,IN,1,drama,37,navarasa
How to Be A Cowboy,SHOW,2021,25,1.0,6.9,151.0,0.856,10.0,US,1,reality,19,how to be a cowboy
Abla Fahita: Drama Queen,SHOW,2021,25,1.0,6.5,446.0,1.4,8.5,EG,1,drama,-1,abla fahita: drama queen
Byron Baes,SHOW,2022,39,1.0,2.6,498.0,1.658,6.0,AU,1,reality,54,byron baes
Love Never Lies,SHOW,2021,49,1.0,5.6,250.0,4.323,6.6,ES,1,reality,-1,love never lies
The Wedding Coach,SHOW,2021,33,1.0,5.0,87.0,1.525,10.0,US,1,comedy,1,the wedding coach
Only Jokes Allowed,SHOW,2022,16,1.0,4.9,45.0,1.629,10.0,ZA,1,comedy,-1,only jokes allowed
We Are: The Brooklyn Saints,SHOW,2021,47,1.0,6.5,162.0,2.523,10.0,US,1,documentation,26,we are: the brooklyn saints
Alma Matters: Inside the IIT Dream,SHOW,2021,49,1.0,8.3,2346.0,1.493,9.0,IN,1,documentation,-1,alma matters: inside the iit dream
Pitta Kathalu,SHOW,2021,37,1.0,5.1,738.0,1.4,5.5,IN,1,drama,37,pitta kathalu
Tom and Jerry,SHOW,1940,8,16.0,7.7,853.0,1.4,10.0,US,1,animation,22,tom and jerry
"Scooby-Doo, Where Are You!",SHOW,1969,23,3.0,7.9,33962.0,25.675,7.9,US,1,animation,22,"scooby-doo, where are you!"
The Flintstones,SHOW,1960,29,6.0,7.5,36140.0,44.06,7.4,US,1,family,3,the flintstones
Sesame Street,SHOW,1969,51,52.0,8.1,13666.0,30.422,7.1,US,1,family,-1,sesame street
The Jetsons,SHOW,1962,30,3.0,7.0,20830.0,16.919,7.3,US,1,animation,22,the jetsons
Wonder Woman,SHOW,1975,49,3.0,7.0,8480.0,24.902,7.1,US,1,action,17,wonder woman
Super Friends,SHOW,1973,34,9.0,7.2,2501.0,10.537,7.7,US,1,animation,22,super friends
The Yogi Bear Show,SHOW,1961,11,4.0,6.6,10225.0,13.341,7.3,US,1,comedy,1,the yogi bear show
Scooby-Doo and Scrappy-Doo,SHOW,1979,16,6.0,6.3,4001.0,42.563,7.5,US,1,comedy,1,scooby-doo and scrappy-doo
Aquaman,SHOW,1967,26,1.0,6.7,671.0,7.013,7.2,US,1,animation,22,aquaman
Full House,SHOW,1987,25,8.0,6.7,57888.0,52.477,7.6,US,1,comedy,1,full house
The Fresh Prince of Bel-Air,SHOW,1990,24,6.0,7.9,132057.0,32.721,8.0,US,1,comedy,1,the fresh prince of bel-air
Family Matters,SHOW,1989,24,9.0,6.6,27189.0,22.418,6.7,US,1,comedy,1,family matters
The Smurfs,SHOW,1981,20,9.0,7.2,18116.0,37.496,7.0,US,2,scifi,2,the smurfs
Tanner '88,SHOW,1988,33,2.0,7.8,863.0,2.219,6.8,US,1,war,33,tanner '88
A Different World,SHOW,1987,23,6.0,6.9,6893.0,9.4,6.7,US,1,comedy,1,a different world
Head of the Class,SHOW,1986,23,5.0,6.6,2857.0,9.896,6.3,US,1,comedy,1,head of the class
Eyes on the Prize,SHOW,1987,57,2.0,9.2,656.0,1.77,8.5,US,1,documentation,26,eyes on the prize
Friends,SHOW,1994,25,10.0,8.9,950362.0,183.385,8.5,US,1,drama,10,friends
South Park,SHOW,1997,22,25.0,8.7,359621.0,234.071,8.3,US,1,comedy,1,south park
The Sopranos,SHOW,1999,55,6.0,9.2,372367.0,151.628,8.5,US,1,drama,10,the sopranos
The West Wing,SHOW,1999,45,7.0,8.9,73263.0,30.204,8.3,US,1,drama,10,the west wing
Mr. Show with Bob and David,SHOW,1995,28,4.0,8.4,9544.0,9.691,7.7,US,1,comedy,1,mr. show with bob and david
Pride and Prejudice,SHOW,1995,52,1.0,8.9,82988.0,40.669,8.2,GB,1,drama,29,pride and prejudice
Whose Line Is It Anyway?,SHOW,1998,21,15.0,8.5,42852.0,25.738,7.8,US,1,comedy,1,whose line is it anyway?
Batman: The Animated Series,SHOW,1992,22,4.0,9.0,99730.0,52.197,8.5,US,1,action,17,batman: the animated series
Curb Your Enthusiasm,SHOW,2000,33,11.0,8.8,123749.0,45.399,8.1,US,1,comedy,1,curb your enthusiasm
Babylon 5,SHOW,1994,44,5.0,8.4,30872.0,22.082,8.2,US,1,scifi,2,babylon 5
ER,SHOW,1994,49,15.0,8.1,7.0,40.975,7.8,US,1,drama,10,er
Dawson's Creek,SHOW,1998,44,6.0,6.7,40870.0,33.12,7.5,US,1,drama,10,dawson's creek
The Nanny,SHOW,1993,30,6.0,7.0,42131.0,88.668,8.2,US,1,comedy,1,the nanny
Aqua Teen Hunger Force,SHOW,2000,12,11.0,7.7,24845.0,21.677,7.3,US,1,animation,22,aqua teen hunger force
Courage the Cowardly Dog,SHOW,1999,17,4.0,8.3,43390.0,61.915,8.2,US,1,scifi,2,courage the cowardly dog
Sex and the City,SHOW,1998,30,6.0,7.2,123203.0,77.793,7.5,US,1,comedy,1,sex and the city
MADtv,SHOW,1995,46,15.0,7.2,10791.0,1.089,6.8,US,1,comedy,1,madtv
Batman Beyond,SHOW,1999,22,3.0,6.6,160.0,37.368,8.2,US,1,action,17,batman beyond
Coupling,SHOW,2000,29,8.0,8.6,45090.0,10.267,8.0,GB,1,comedy,0,coupling
Oz,SHOW,1997,58,6.0,8.7,95985.0,27.354,8.0,US,1,drama,10,oz
InuYasha,SHOW,2000,25,9.0,7.9,15823.0,149.742,8.6,JP,1,action,21,inuyasha
Step by Step,SHOW,1991,28,7.0,6.5,14323.0,15.434,7.9,US,1,comedy,1,step by step
The Larry Sanders Show,SHOW,1992,25,6.0,8.5,8350.0,10.952,7.9,US,1,comedy,1,the larry sanders show
The Powerpuff Girls,SHOW,1998,18,7.0,7.3,41504.0,44.124,7.6,US,1,action,17,the powerpuff girls
Rurouni Kenshin,SHOW,1996,25,4.0,8.4,19012.0,63.142,8.6,JP,1,action,21,rurouni kenshin
"Ed, Edd n Eddy",SHOW,1999,16,6.0,7.5,36997.0,47.086,7.9,US,2,comedy,1,"ed, edd n eddy"
Dexter's Laboratory,SHOW,1996,12,4.0,7.9,47163.0,83.613,7.7,US,1,comedy,1,dexter's laboratory
Home Movies,SHOW,1999,23,4.0,8.2,10188.0,6.55,7.0,US,1,drama,10,home movies
Martin,SHOW,1992,23,6.0,7.4,9211.0,17.691,7.8,US,1,drama,10,martin
Spawn,SHOW,1997,27,3.0,8.1,8579.0,17.185,7.9,US,1,scifi,2,spawn
Lois & Clark: The New Adventures of Superman,SHOW,1993,46,4.0,6.7,23896.0,37.929,7.1,US,1,scifi,2,lois & clark: the new adventures of superman
From the Earth to the Moon,SHOW,1998,53,1.0,8.6,12082.0,10.971,8.3,US,1,action,17,from the earth to the moon
Tenacious D,SHOW,1997,12,1.0,8.1,3570.0,4.245,6.9,US,1,comedy,1,tenacious d
Space Ghost Coast to Coast,SHOW,1994,17,12.0,7.9,7087.0,10.438,8.2,US,1,comedy,1,space ghost coast to coast
Superman: The Animated Series,SHOW,1996,21,4.0,8.1,15563.0,24.495,7.7,US,1,action,17,superman: the animated series
Sealab 2021,SHOW,2000,11,5.0,7.9,7960.0,8.539,7.7,US,1,comedy,1,sealab 2021
"Harvey Birdman, Attorney at Law",SHOW,2000,12,4.0,8.0,11485.0,15.964,8.3,US,1,scifi,2,"harvey birdman, attorney at law"
Static Shock,SHOW,2000,21,4.0,7.3,5896.0,17.875,8.1,US,1,scifi,2,static shock
Mortal Kombat: Conquest,SHOW,1998,45,1.0,6.2,4737.0,12.637,6.9,US,1,scifi,2,mortal kombat: conquest
The Wayans Bros.,SHOW,1995,22,5.0,7.2,5082.0,11.177,7.3,US,1,comedy,1,the wayans bros.
The Jamie Foxx Show,SHOW,1996,23,5.0,6.7,3261.0,9.304,6.5,US,1,comedy,1,the jamie foxx show
Hangin' with Mr. Cooper,SHOW,1992,22,5.0,6.3,3200.0,5.387,6.4,US,1,comedy,1,hangin' with mr. cooper
Arliss,SHOW,1996,26,7.0,7.0,1463.0,7.607,7.0,US,1,comedy,1,arliss
The Chris Rock Show,SHOW,1997,26,4.0,6.8,744.0,3.734,4.0,US,1,comedy,1,the chris rock show
The Sylvester & Tweety Mysteries,SHOW,1995,18,5.0,7.0,4517.0,18.724,6.2,US,1,comedy,1,the sylvester & tweety mysteries
HBO Comedy Half Hour,SHOW,1995,28,5.0,8.0,311.0,2.633,3.0,US,1,comedy,1,hbo comedy half hour
Real Sports with Bryant Gumbel,SHOW,1995,60,28.0,7.5,398.0,3.387,7.5,US,1,sport,-1,real sports with bryant gumbel
The Parent 'Hood,SHOW,1995,22,5.0,6.8,1145.0,4.595,6.4,US,1,comedy,1,the parent 'hood
Crashbox,SHOW,1999,26,2.0,8.5,341.0,6.175,10.0,US,2,animation,22,crashbox
The Brak Show,SHOW,2000,11,3.0,7.1,3946.0,4.353,7.6,US,2,comedy,1,the brak show
In the House,SHOW,1995,22,5.0,7.5,25.0,5.79,7.6,US,1,reality,19,in the house
Doctor Who,SHOW,2005,48,14.0,8.6,218162.0,206.516,7.3,GB,1,scifi,47,doctor who
The Big Bang Theory,SHOW,2007,20,12.0,8.2,782154.0,226.38,7.8,US,1,comedy,1,the big bang theory
The Wire,SHOW,2002,59,5.0,9.3,325150.0,36.03,8.5,US,1,drama,10,the wire
Fringe,SHOW,2008,48,5.0,8.5,236555.0,62.391,8.1,US,1,scifi,2,fringe
The Mentalist,SHOW,2008,44,7.0,8.1,179569.0,356.313,8.4,US,1,drama,10,the mentalist
Band of Brothers,SHOW,2001,59,1.0,9.4,440706.0,62.034,8.4,US,1,war,33,band of brothers
The Office,SHOW,2001,32,3.0,8.5,109600.0,17.899,7.9,GB,1,comedy,0,the office
Top Gear,SHOW,2002,58,31.0,8.7,115974.0,41.109,7.4,GB,1,comedy,0,top gear
Fullmetal Alchemist: Brotherhood,SHOW,2009,29,1.0,9.1,156503.0,110.534,8.7,JP,1,scifi,8,fullmetal alchemist: brotherhood
Chuck,SHOW,2007,43,5.0,8.2,134647.0,35.065,7.8,US,1,action,17,chuck
Reno 911!,SHOW,2003,20,7.0,7.9,19836.0,20.766,7.3,US,1,comedy,1,reno 911!
Deadwood,SHOW,2004,53,3.0,8.6,104171.0,20.831,8.1,US,1,western,-1,deadwood
Luther,SHOW,2010,57,5.0,8.4,133503.0,24.293,7.9,GB,1,drama,29,luther
Adventure Time,SHOW,2010,13,10.0,8.6,89941.0,138.918,8.4,US,1,scifi,2,adventure time
Six Feet Under,SHOW,2001,60,5.0,8.7,131948.0,24.738,8.1,US,1,drama,10,six feet under
True Blood,SHOW,2008,54,7.0,7.5,136.0,46.28,7.6,US,1,scifi,2,true blood
Young Justice,SHOW,2010,22,4.0,8.7,39449.0,124.998,8.5,US,1,scifi,2,young justice
Pretty Little Liars,SHOW,2010,45,7.0,7.4,163137.0,144.261,8.0,US,1,drama,10,pretty little liars
Pushing Daisies,SHOW,2007,46,2.0,8.4,56390.0,27.16,7.9,US,1,scifi,2,pushing daisies
Eastbound & Down,SHOW,2009,28,4.0,8.2,56907.0,11.707,7.3,US,1,comedy,1,eastbound & down
DEATH NOTE,SHOW,2006,24,1.0,9.0,302147.0,104.037,8.7,JP,1,scifi,8,death note
Flight of the Conchords,SHOW,2007,27,2.0,8.6,59717.0,16.959,7.9,US,1,comedy,1,flight of the conchords
The O.C.,SHOW,2003,43,4.0,7.5,87665.0,35.848,7.8,US,1,drama,10,the o.c.
Wallander,SHOW,2008,90,4.0,7.9,14852.0,16.799,7.6,GB,1,crime,38,wallander
One Tree Hill,SHOW,2003,48,9.0,7.7,78565.0,41.9,7.8,US,1,drama,10,one tree hill
The Middle,SHOW,2009,21,9.0,7.6,48825.0,34.285,7.6,US,1,comedy,1,the middle
Gossip Girl,SHOW,2007,42,6.0,7.4,167534.0,84.236,8.4,US,1,thriller,32,gossip girl
Boardwalk Empire,SHOW,2010,56,5.0,8.6,184970.0,22.107,8.0,US,1,drama,10,boardwalk empire
John Adams,SHOW,2008,70,1.0,8.5,31572.0,16.177,7.9,US,1,drama,10,john adams
Rome,SHOW,2005,54,2.0,8.7,167119.0,23.425,8.3,US,1,action,17,rome
Rizzoli & Isles,SHOW,2010,43,7.0,7.6,33093.0,43.208,7.9,US,1,drama,10,rizzoli & isles
Chappelle's Show,SHOW,2003,21,3.0,8.8,62140.0,13.557,8.1,US,1,comedy,1,chappelle's show
Robot Chicken,SHOW,2005,11,11.0,7.7,42606.0,26.037,7.7,US,1,animation,22,robot chicken
The Boondocks,SHOW,2005,22,4.0,8.5,29886.0,19.897,7.9,US,1,action,17,the boondocks
Cold Case,SHOW,2003,44,7.0,7.6,27040.0,25.72,7.8,US,1,drama,10,cold case
Entourage,SHOW,2004,28,8.0,8.5,166523.0,27.944,7.4,US,1,drama,10,entourage
The Pacific,SHOW,2010,54,1.0,8.3,109433.0,53.824,7.7,US,1,war,33,the pacific
Scooby-Doo! Mystery Incorporated,SHOW,2010,23,4.0,8.1,11612.0,45.65,8.2,US,1,animation,22,scooby-doo! mystery incorporated
Without a Trace,SHOW,2002,46,7.0,6.8,8.0,27.9,7.3,US,1,drama,10,without a trace
Southland,SHOW,2009,47,5.0,8.5,26128.0,24.737,7.9,US,1,drama,10,southland
Samurai Jack,SHOW,2001,23,5.0,8.5,51679.0,28.296,8.5,US,1,scifi,2,samurai jack
The Closer,SHOW,2005,49,7.0,7.7,25378.0,23.725,7.8,US,1,drama,10,the closer
Teen Titans,SHOW,2003,23,5.0,7.9,30823.0,54.001,8.3,US,1,action,17,teen titans
The Batman,SHOW,2004,22,5.0,7.3,11636.0,39.47,7.8,US,1,scifi,2,the batman
Regular Show,SHOW,2010,12,8.0,8.5,40562.0,282.607,8.8,US,1,comedy,1,regular show
Degrassi,SHOW,2001,25,14.0,7.5,13466.0,13.135,7.7,CA,1,drama,15,degrassi
The Venture Bros.,SHOW,2004,23,7.0,8.6,25513.0,15.573,7.8,US,1,action,17,the venture bros.
The New Adventures of Old Christine,SHOW,2006,28,5.0,7.1,13114.0,10.818,6.9,US,1,comedy,1,the new adventures of old christine
Torchwood,SHOW,2006,51,4.0,7.7,40583.0,22.774,7.3,GB,1,scifi,47,torchwood
Generation Kill,SHOW,2008,67,1.0,8.5,52359.0,21.254,8.0,US,1,drama,10,generation kill
Emma,SHOW,2009,56,1.0,8.1,16670.0,15.425,7.8,GB,1,comedy,0,emma
Mike & Molly,SHOW,2010,21,6.0,6.4,25467.0,17.88,6.6,US,1,comedy,1,mike & molly
Angels in America,SHOW,2003,60,1.0,8.2,27479.0,17.119,7.9,US,1,scifi,2,angels in america
Metalocalypse,SHOW,2006,14,5.0,8.3,16677.0,13.573,7.6,US,1,comedy,1,metalocalypse
The Bachelor,SHOW,2002,78,26.0,3.1,7007.0,18.521,5.6,US,1,reality,19,the bachelor
Big Love,SHOW,2006,54,5.0,7.6,21646.0,19.553,7.1,US,1,drama,10,big love
Jane Eyre,SHOW,2006,50,1.0,8.3,20817.0,12.718,7.8,GB,1,drama,29,jane eyre
Whitechapel,SHOW,2009,45,4.0,7.9,12925.0,9.154,7.5,GB,1,drama,29,whitechapel
Wipeout,SHOW,2008,45,7.0,6.6,7769.0,12.168,6.4,US,1,reality,19,wipeout
Justice League,SHOW,2001,23,2.0,8.6,45446.0,16.79,8.1,US,1,action,17,justice league
"Tim and Eric Awesome Show, Great Job!",SHOW,2007,12,5.0,7.6,11438.0,10.797,7.4,US,1,comedy,1,"tim and eric awesome show, great job!"
Moral Orel,SHOW,2006,11,4.0,7.9,5894.0,7.645,8.0,US,1,comedy,1,moral orel
Real Time with Bill Maher,SHOW,2003,56,20.0,7.4,13413.0,73.751,6.0,US,1,comedy,1,real time with bill maher
Gavin & Stacey,SHOW,2007,32,4.0,8.1,19901.0,7.3,7.4,GB,1,drama,29,gavin & stacey
Bored to Death,SHOW,2009,27,3.0,7.9,33166.0,13.415,7.4,US,1,comedy,1,bored to death
